ID;WL(nm);Abs.;%T
281;420;0.168753;67.8027
282;419;0.170622;67.5116
283;418;0.172193;67.2677
284;417;0.173707;67.0336
285;416;0.175515;66.7552
286;415;0.177459;66.457
287;414;0.179235;66.1859
288;413;0.181211;65.8853
289;412;0.183029;65.6101
290;411;0.184699;65.3583
291;410;0.186661;65.0638
292;409;0.188794;64.745
293;408;0.19092;64.4288
294;407;0.192945;64.1291
295;406;0.194966;63.8313
296;405;0.196794;63.5632
297;404;0.198861;63.2615
298;403;0.200937;62.9598
299;402;0.203189;62.6341
300;401;0.205427;62.3122
301;400;0.208015;61.942
302;399;0.210023;61.6563
303;398;0.21269;61.2787
304;397;0.215104;60.9391
305;396;0.217466;60.6086
306;395;0.219637;60.3063
307;394;0.222238;59.9463
308;393;0.224697;59.6078
309;392;0.227123;59.2758
310;391;0.229728;58.9213
311;390;0.232217;58.5846
312;389;0.23492;58.221
313;388;0.23791;57.8216
314;387;0.240798;57.4383
315;386;0.243608;57.0679
316;385;0.246381;56.7047
317;384;0.24931;56.3235
318;383;0.251933;55.9844
319;382;0.254943;55.5977
320;381;0.257632;55.2546
321;380;0.260334;54.9118
322;379;0.263264;54.5426
323;378;0.266744;54.1073
324;377;0.269676;53.7432
325;376;0.272899;53.3459
326;375;0.275989;52.9677
327;374;0.279478;52.5439
328;373;0.282802;52.1432
329;372;0.286013;51.7591
330;371;0.28899;51.4056
331;370;0.292011;51.0492
332;369;0.296595;50.5132
333;368;0.299694;50.154
334;367;0.30284;49.7921
335;366;0.306238;49.404
336;365;0.309461;49.0387
337;364;0.313179;48.6207
338;363;0.316679;48.2304
339;362;0.320118;47.85
340;361;0.323721;47.4547
341;360;0.327654;47.0269
342;359;0.331308;46.6329
343;358;0.334627;46.2778
344;357;0.33814;45.905
345;356;0.341724;45.5277
346;355;0.345405;45.1435
347;354;0.349348;44.7355
348;353;0.353244;44.3359
349;352;0.357238;43.9301
350;351;0.361264;43.5247
351;350;0.365235;43.1286
352;349;0.369276;42.7291
353;348;0.373509;42.3147
354;347;0.37767;41.9112
355;346;0.382014;41.4941
356;345;0.385766;41.1371
357;344;0.389435;40.7911
358;343;0.393808;40.3824
359;342;0.398028;39.9919
360;341;0.402231;39.6067
361;340;0.406685;39.2026
362;339;0.416704;38.3086
363;338;0.417615;38.2283
364;337;0.422016;37.8429
365;336;0.429148;37.2265
366;335;0.433578;36.8487
367;334;0.435716;36.6677
368;333;0.444081;35.9682
369;332;0.445792;35.8268
370;331;0.452599;35.2696
371;330;0.454358;35.1271
372;329;0.460663;34.6208
373;328;0.467828;34.0543
374;327;0.468446;34.0059
375;326;0.477041;33.3395
376;325;0.480412;33.0817
377;324;0.483491;32.848
378;323;0.491107;32.277
379;322;0.493316;32.1132
380;321;0.500422;31.5921
381;320;0.504151;31.322
382;319;0.50876;30.9913
383;318;0.515273;30.53
384;317;0.518255;30.3211
385;316;0.523523;29.9555
386;315;0.528672;29.6025
387;314;0.534687;29.1953
388;313;0.539192;28.894
389;312;0.545129;28.5017
390;311;0.54888;28.2566
391;310;0.554139;27.9165
392;309;0.561708;27.4342
393;308;0.565444;27.1992
394;307;0.569964;26.9176
395;306;0.575061;26.6035
396;305;0.582631;26.1438
397;304;0.584813;26.0128
398;303;0.590331;25.6844
399;302;0.594481;25.4401
400;301;0.602027;25.0019
401;300;0.607097;24.7117
402;299;0.610386;24.5253
403;298;0.614344;24.3028
404;297;0.62226;23.8638
405;296;0.625893;23.665
406;295;0.631873;23.3414
407;294;0.635432;23.1509
408;293;0.642904;22.756
409;292;0.644876;22.6529
410;291;0.652641;22.2515
411;290;0.65526;22.1177
412;289;0.660833;21.8357
413;288;0.668285;21.4642
414;287;0.670767;21.3419
415;286;0.678074;20.9858
416;285;0.681695;20.8116
417;284;0.686599;20.5779
418;283;0.691145;20.3636
419;282;0.693665;20.2458
420;281;0.701898;19.8656
421;280;0.705053;19.7218
422;279;0.711896;19.4135
423;278;0.717117;19.1815
424;277;0.7236;18.8973
425;276;0.725459;18.8166
426;275;0.732563;18.5113
427;274;0.735421;18.3899
428;273;0.740583;18.1726
429;272;0.745082;17.9853
430;271;0.749951;17.7848
431;270;0.756285;17.5273
432;269;0.759166;17.4114
433;268;0.764184;17.2114
434;267;0.770106;16.9783
435;266;0.774505;16.8072
436;265;0.777669;16.6852
437;264;0.784603;16.4209
438;263;0.78793;16.2956
439;262;0.793171;16.1001
440;261;0.794915;16.0356
441;260;0.801052;15.8106
442;259;0.802281;15.7659
443;258;0.806427;15.6161
444;257;0.810327;15.4765
445;256;0.815309;15.3
446;255;0.819158;15.165
447;254;0.825338;14.9507
448;253;0.828367;14.8468
449;252;0.832745;14.6979
450;251;0.833466;14.6735
451;250;0.838246;14.5129
452;249;0.84168;14.3986
453;248;0.844834;14.2944
454;247;0.851552;14.075
455;246;0.852386;14.048
456;245;0.858807;13.8418
457;244;0.862023;13.7397
458;243;0.865284;13.6369
459;242;0.870259;13.4816
460;241;0.875173;13.3299
461;240;0.87706;13.2721
462;239;0.88395;13.0632
463;238;0.886859;12.976
464;237;0.892749;12.8012
465;236;0.898377;12.6364
466;235;0.900516;12.5743
467;234;0.907378;12.3772
468;233;0.911414;12.2627
469;232;0.915642;12.1439
470;231;0.920576;12.0067
471;230;0.928733;11.7833
472;229;0.9342;11.6359
473;228;0.937452;11.5491
474;227;0.94316;11.3983
475;226;0.949613;11.2302
476;225;0.955711;11.0736
477;224;0.959267;10.9833
478;223;0.964518;10.8513
479;222;0.970913;10.6927
480;221;0.978108;10.517
481;220;0.982662;10.4073
482;219;0.989467;10.2455
483;218;0.994888;10.1184
484;217;0.998067;10.0446
485;216;1.006387;9.854
486;215;1.008938;9.7963
487;214;1.013923;9.6845
488;213;1.018702;9.5785
489;212;1.021683;9.513
490;211;1.02807;9.3741
491;210;1.031844;9.293
492;209;1.034596;9.2343
493;208;1.036978;9.1838
494;207;1.040544;9.1087
495;206;1.043961;9.0373
496;205;1.044091;9.0346
497;204;1.047803;8.9577
498;203;1.047329;8.9675
499;202;1.049528;8.9222
500;201;1.049786;8.9169
501;200;1.048225;8.949
