ID;WL(nm);Abs.;%T
98;603;0.011177;97.4593
99;602;0.01115;97.4653
100;601;0.011259;97.4408
101;600;0.011131;97.4695
102;599;0.011253;97.4422
103;598;0.01145;97.3979
104;597;0.011471;97.3933
105;596;0.01171;97.3397
106;595;0.012025;97.2692
107;594;0.012609;97.1385
108;593;0.013103;97.028
109;592;0.013239;96.9975
110;591;0.013543;96.9297
111;590;0.013604;96.9162
112;589;0.013513;96.9365
113;588;0.013541;96.9301
114;587;0.013847;96.8618
115;586;0.013894;96.8515
116;585;0.013988;96.8305
117;584;0.014192;96.785
118;583;0.014316;96.7574
119;582;0.014373;96.7447
120;581;0.014479;96.721
121;580;0.014838;96.6412
122;579;0.014676;96.6772
123;578;0.014946;96.617
124;577;0.015111;96.5803
125;576;0.015052;96.5936
126;575;0.015438;96.5076
127;574;0.015469;96.5008
128;573;0.015633;96.4643
129;572;0.015718;96.4454
130;571;0.015903;96.4045
131;570;0.016089;96.3632
132;569;0.016276;96.3217
133;568;0.016373;96.3002
134;567;0.016404;96.2933
135;566;0.016535;96.2643
136;565;0.016539;96.2633
137;564;0.01667;96.2343
138;563;0.016888;96.1861
139;562;0.017133;96.1317
140;561;0.017185;96.1202
141;560;0.01731;96.0926
142;559;0.017452;96.0613
143;558;0.01744;96.0638
144;557;0.017725;96.0008
145;556;0.01807;95.9247
146;555;0.018067;95.9253
147;554;0.018107;95.9165
148;553;0.018493;95.8312
149;552;0.018514;95.8266
150;551;0.018688;95.7882
151;550;0.018654;95.7957
152;549;0.018604;95.8068
153;548;0.018528;95.8234
154;547;0.018397;95.8523
155;546;0.01846;95.8384
156;545;0.018424;95.8464
157;544;0.01844;95.8429
158;543;0.018561;95.8163
159;542;0.01876;95.7723
160;541;0.018821;95.7588
161;540;0.019242;95.6661
162;539;0.01941;95.6291
163;538;0.019518;95.6054
164;537;0.019773;95.5492
165;536;0.019955;95.5091
166;535;0.020315;95.4301
167;534;0.02058;95.3718
168;533;0.020817;95.3197
169;532;0.021165;95.2434
170;531;0.021482;95.1739
171;530;0.021666;95.1336
172;529;0.021902;95.082
173;528;0.022172;95.0229
174;527;0.022441;94.9641
175;526;0.022526;94.9454
176;525;0.022714;94.9044
177;524;0.02286;94.8725
178;523;0.023057;94.8294
179;522;0.023234;94.7908
180;521;0.023435;94.7469
181;520;0.023424;94.7493
182;519;0.024039;94.6152
183;518;0.024057;94.6112
184;517;0.024219;94.5761
185;516;0.024445;94.5269
186;515;0.024566;94.5005
187;514;0.024953;94.4164
188;513;0.024948;94.4174
189;512;0.024916;94.4243
190;511;0.025329;94.3346
191;510;0.025622;94.2709
192;509;0.025859;94.2195
193;508;0.025821;94.2278
194;507;0.026261;94.1323
195;506;0.026399;94.1024
196;505;0.026547;94.0704
197;504;0.026897;93.9946
198;503;0.027275;93.9128
199;502;0.027316;93.904
200;501;0.027457;93.8736
201;500;0.027527;93.8583
202;499;0.027818;93.7956
203;498;0.028242;93.704
204;497;0.028219;93.709
205;496;0.028469;93.6549
206;495;0.028604;93.626
207;494;0.028769;93.5904
208;493;0.02925;93.4868
209;492;0.029415;93.4512
210;491;0.029644;93.402
211;490;0.029774;93.374
212;489;0.029994;93.3267
213;488;0.030183;93.2861
214;487;0.030269;93.2677
215;486;0.030831;93.1471
216;485;0.031036;93.103
217;484;0.031276;93.0516
218;483;0.031359;93.0338
219;482;0.031669;92.9674
220;481;0.03192;92.9137
221;480;0.032195;92.8549
222;479;0.032543;92.7805
223;478;0.032637;92.7605
224;477;0.032853;92.7144
225;476;0.032953;92.6931
226;475;0.033201;92.64
227;474;0.03354;92.5678
228;473;0.034048;92.4596
229;472;0.034356;92.394
230;471;0.034455;92.373
231;470;0.034635;92.3348
232;469;0.034958;92.266
233;468;0.035339;92.1852
234;467;0.035603;92.1292
235;466;0.035728;92.1027
236;465;0.036219;91.9985
237;464;0.036477;91.944
238;463;0.036677;91.9015
239;462;0.036934;91.8472
240;461;0.037267;91.7768
241;460;0.037563;91.7142
242;459;0.038017;91.6185
243;458;0.038359;91.5463
244;457;0.038648;91.4854
245;456;0.0389;91.4324
246;455;0.039154;91.3789
247;454;0.039481;91.3102
248;453;0.039805;91.2421
249;452;0.040021;91.1966
250;451;0.040623;91.0703
251;450;0.04094;91.0039
252;449;0.041266;90.9356
253;448;0.04181;90.8218
254;447;0.042107;90.7597
255;446;0.042555;90.6662
256;445;0.042828;90.6091
257;444;0.043287;90.5135
258;443;0.043572;90.454
259;442;0.043977;90.3698
260;441;0.044281;90.3066
261;440;0.044586;90.2432
262;439;0.045052;90.1464
263;438;0.045365;90.0814
264;437;0.045671;90.018
265;436;0.046049;89.9397
266;435;0.046457;89.8552
267;434;0.046798;89.7847
268;433;0.047394;89.6616
269;432;0.048013;89.5338
270;431;0.048366;89.4611
271;430;0.048859;89.3596
272;429;0.049431;89.2419
273;428;0.049898;89.1461
274;427;0.050272;89.0693
275;426;0.050635;88.9948
276;425;0.050999;88.9204
277;424;0.051416;88.8349
278;423;0.052012;88.7131
279;422;0.052698;88.5732
280;421;0.053156;88.4797
281;420;0.053711;88.3667
282;419;0.05406;88.2958
283;418;0.05475;88.1556
284;417;0.055196;88.0651
285;416;0.055692;87.9647
286;415;0.05632;87.8376
287;414;0.056851;87.7302
288;413;0.057712;87.5564
289;412;0.057972;87.504
290;411;0.058643;87.369
291;410;0.059237;87.2495
292;409;0.060023;87.0917
293;408;0.060579;86.9804
294;407;0.061154;86.8653
295;406;0.061704;86.7553
296;405;0.062297;86.637
297;404;0.062974;86.5019
298;403;0.063825;86.3327
299;402;0.064424;86.2137
300;401;0.065076;86.0844
301;400;0.065948;85.9117
302;399;0.066655;85.7718
303;398;0.067664;85.5728
304;397;0.068237;85.4601
305;396;0.069212;85.2683
306;395;0.06983;85.1472
307;394;0.07045;85.0256
308;393;0.071257;84.8678
309;392;0.072143;84.6948
310;391;0.072697;84.5869
311;390;0.073519;84.4269
312;389;0.074262;84.2827
313;388;0.075595;84.0244
314;387;0.076384;83.8719
315;386;0.077314;83.6923
316;385;0.078019;83.5566
317;384;0.079069;83.3549
318;383;0.079892;83.197
319;382;0.080838;83.0161
320;381;0.081355;82.9173
321;380;0.082197;82.7566
322;379;0.083108;82.5832
323;378;0.084401;82.3377
324;377;0.085205;82.1854
325;376;0.086492;81.9422
326;375;0.087338;81.7828
327;374;0.088539;81.5569
328;373;0.089526;81.3718
329;372;0.090693;81.1534
330;371;0.091407;81.0201
331;370;0.092184;80.8753
332;369;0.09372;80.5898
333;368;0.09446;80.4525
334;367;0.095552;80.2505
335;366;0.096827;80.0153
336;365;0.097692;79.8561
337;364;0.098584;79.6922
338;363;0.099728;79.4826
339;362;0.100873;79.2734
340;361;0.10197;79.0734
341;360;0.103102;78.8674
342;359;0.104315;78.6475
343;358;0.105542;78.4257
344;357;0.10653;78.2474
345;356;0.107559;78.0622
346;355;0.108769;77.8451
347;354;0.110049;77.616
348;353;0.111117;77.4254
349;352;0.112395;77.1979
350;351;0.113474;77.0063
351;350;0.114784;76.7744
352;349;0.116023;76.5556
353;348;0.117376;76.3174
354;347;0.118577;76.1067
355;346;0.120045;75.8499
356;345;0.121261;75.6379
357;344;0.122151;75.4829
358;343;0.123567;75.2372
359;342;0.125051;74.9806
360;341;0.126223;74.7786
361;340;0.127648;74.5336
362;339;0.129555;74.2071
363;338;0.129942;74.141
364;337;0.132391;73.724
365;336;0.133618;73.5161
366;335;0.136165;73.0862
367;334;0.1357;73.1644
368;333;0.138766;72.6498
369;332;0.138304;72.727
370;331;0.140706;72.326
371;330;0.141111;72.2585
372;329;0.143091;71.9299
373;328;0.145971;71.4544
374;327;0.146544;71.3602
375;326;0.148914;70.9718
376;325;0.149954;70.8021
377;324;0.149999;70.7948
378;323;0.153172;70.2794
379;322;0.153779;70.1813
380;321;0.156247;69.7835
381;320;0.158;69.5024
382;319;0.159146;69.3193
383;318;0.160639;69.0813
384;317;0.162688;68.7563
385;316;0.163811;68.5786
386;315;0.165711;68.2793
387;314;0.167756;67.9586
388;313;0.167381;68.0173
389;312;0.170797;67.4844
390;311;0.17055;67.5227
391;310;0.174129;66.9686
392;309;0.173805;67.0186
393;308;0.177184;66.4991
394;307;0.177156;66.5034
395;306;0.180422;66.0052
396;305;0.180821;65.9445
397;304;0.183423;65.5506
398;303;0.185343;65.2615
399;302;0.186993;65.014
400;301;0.187404;64.9525
401;300;0.189851;64.5876
402;299;0.190866;64.4368
403;298;0.192225;64.2355
404;297;0.193024;64.1174
405;296;0.196047;63.6726
406;295;0.196604;63.5911
407;294;0.200113;63.0793
408;293;0.200524;63.0197
409;292;0.201406;62.8918
410;291;0.204181;62.4912
411;290;0.204967;62.3782
412;289;0.205534;62.2968
413;288;0.209549;61.7236
414;287;0.209026;61.798
415;286;0.211465;61.4519
416;285;0.216581;60.7322
417;284;0.214003;61.0938
418;283;0.215472;60.8875
419;282;0.216591;60.7308
420;281;0.221086;60.1055
421;280;0.2192;60.3671
422;279;0.221674;60.0242
423;278;0.225277;59.5282
424;277;0.225331;59.5208
425;276;0.227213;59.2634
426;275;0.229055;59.0126
427;274;0.228853;59.0401
428;273;0.232776;58.5092
429;272;0.231695;58.655
430;271;0.233862;58.363
431;270;0.235765;58.1079
432;269;0.237824;57.833
433;268;0.240203;57.5171
434;267;0.241028;57.4079
435;266;0.242038;57.2746
436;265;0.24355;57.0755
437;264;0.244687;56.9263
438;263;0.246543;56.6835
439;262;0.247693;56.5336
440;261;0.248059;56.486
441;260;0.249668;56.2771
442;259;0.250431;56.1783
443;258;0.251259;56.0714
444;257;0.25303;55.8432
445;256;0.254365;55.6718
446;255;0.255404;55.5388
447;254;0.256377;55.4144
448;253;0.257731;55.2419
449;252;0.258391;55.1581
450;251;0.260471;54.8945
451;250;0.260719;54.8632
452;249;0.261907;54.7133
453;248;0.263749;54.4817
454;247;0.265115;54.3106
455;246;0.265303;54.2871
456;245;0.267035;54.0711
457;244;0.267388;54.0271
458;243;0.269476;53.768
459;242;0.268542;53.8838
460;241;0.271223;53.5522
461;240;0.27079;53.6056
462;239;0.273077;53.324
463;238;0.273685;53.2494
464;237;0.276751;52.8748
465;236;0.277643;52.7664
466;235;0.279694;52.5177
467;234;0.28118;52.3384
468;233;0.282891;52.1325
469;232;0.284061;51.9923
470;231;0.285472;51.8237
471;230;0.287462;51.5867
472;229;0.289066;51.3966
473;228;0.290127;51.2711
474;227;0.292316;51.0134
475;226;0.293346;50.8925
476;225;0.296171;50.5625
477;224;0.296949;50.472
478;223;0.29872;50.2667
479;222;0.300262;50.0885
480;221;0.302425;49.8397
481;220;0.304222;49.6339
482;219;0.306245;49.4032
483;218;0.306528;49.371
484;217;0.309873;48.9922
485;216;0.310978;48.8677
486;215;0.313204;48.6179
487;214;0.313629;48.5703
488;213;0.316269;48.276
489;212;0.316772;48.2201
490;211;0.318438;48.0355
491;210;0.319077;47.9648
492;209;0.320736;47.782
493;208;0.321981;47.6452
494;207;0.320901;47.7638
495;206;0.322425;47.5965
496;205;0.322572;47.5804
497;204;0.321504;47.6975
498;203;0.321175;47.7337
499;202;0.324311;47.3902
500;201;0.32244;47.5948
501;200;0.321423;47.7064
