ID;WL(nm);Abs.;%T
291;410;0.163115;68.6887
292;409;0.164915;68.4045
293;408;0.166689;68.1257
294;407;0.168453;67.8495
295;406;0.170073;67.5969
296;405;0.171863;67.3189
297;404;0.173676;67.0385
298;403;0.175664;66.7323
299;402;0.17746;66.4569
300;401;0.179464;66.1509
301;400;0.181527;65.8374
302;399;0.183535;65.5338
303;398;0.18588;65.1809
304;397;0.187799;64.8934
305;396;0.190019;64.5626
306;395;0.191968;64.2735
307;394;0.194159;63.9501
308;393;0.196337;63.6302
309;392;0.198475;63.3177
310;391;0.200514;63.0211
311;390;0.203028;62.6573
312;389;0.205226;62.3411
313;388;0.207767;61.9774
314;387;0.210066;61.6501
315;386;0.212535;61.3007
316;385;0.214792;60.9829
317;384;0.217456;60.61
318;383;0.220024;60.2526
319;382;0.222509;59.9089
320;381;0.2248;59.5937
321;380;0.227289;59.2531
322;379;0.229626;58.9351
323;378;0.232692;58.5205
324;377;0.235259;58.1756
325;376;0.238016;57.8075
326;375;0.240763;57.443
327;374;0.243667;57.0601
328;373;0.246718;56.6607
329;372;0.249509;56.2978
330;371;0.252275;55.9403
331;370;0.254973;55.5939
332;369;0.258458;55.1496
333;368;0.261183;54.8046
334;367;0.264039;54.4454
335;366;0.266969;54.0793
336;365;0.269929;53.712
337;364;0.272932;53.3418
338;363;0.276105;52.9536
339;362;0.279057;52.5948
340;361;0.282427;52.1883
341;360;0.285682;51.7986
342;359;0.288903;51.4159
343;358;0.291983;51.0525
344;357;0.295155;50.681
345;356;0.298296;50.3157
346;355;0.30139;49.9586
347;354;0.304794;49.5685
348;353;0.308169;49.1848
349;352;0.311588;48.7991
350;351;0.315119;48.404
351;350;0.318489;48.0298
352;349;0.322005;47.6425
353;348;0.325742;47.2344
354;347;0.329432;46.8347
355;346;0.332886;46.4637
356;345;0.336349;46.0947
357;344;0.339778;45.7322
358;343;0.343635;45.3278
359;342;0.347511;44.9251
360;341;0.350907;44.5752
361;340;0.354862;44.1711
362;339;0.361552;43.4959
363;338;0.364064;43.245
364;337;0.369646;42.6927
365;336;0.371665;42.4947
366;335;0.377869;41.892
367;334;0.379411;41.7435
368;333;0.384851;41.2239
369;332;0.387535;40.9699
370;331;0.394114;40.3539
371;330;0.397678;40.0241
372;329;0.398722;39.928
373;328;0.407063;39.1685
374;327;0.408526;39.0368
375;326;0.414024;38.5457
376;325;0.419496;38.0631
377;324;0.421379;37.8984
378;323;0.428162;37.3111
379;322;0.431428;37.0316
380;321;0.435988;36.6448
381;320;0.438775;36.4104
382;319;0.444857;35.904
383;318;0.446974;35.7294
384;317;0.451154;35.3872
385;316;0.456794;34.9306
386;315;0.462221;34.4968
387;314;0.46538;34.2468
388;313;0.468772;33.9804
389;312;0.475606;33.4498
390;311;0.477322;33.3179
391;310;0.48265;32.9117
392;309;0.489391;32.4048
393;308;0.493978;32.0643
394;307;0.497872;31.7781
395;306;0.501383;31.5222
396;305;0.50635;31.1638
397;304;0.512094;30.7543
398;303;0.514114;30.6116
399;302;0.520282;30.1799
400;301;0.525181;29.8414
401;300;0.528125;29.6398
402;299;0.532445;29.3464
403;298;0.534831;29.1856
404;297;0.539522;28.8721
405;296;0.546109;28.4375
406;295;0.548507;28.2809
407;294;0.552792;28.0032
408;293;0.559818;27.5538
409;292;0.561336;27.4577
410;291;0.569095;26.9715
411;290;0.570261;26.8992
412;289;0.575298;26.589
413;288;0.579646;26.3241
414;287;0.586531;25.9101
415;286;0.588577;25.7883
416;285;0.594036;25.4662
417;284;0.597883;25.2416
418;283;0.603396;24.9232
419;282;0.60714;24.7093
420;281;0.609623;24.5684
421;280;0.616337;24.1915
422;279;0.620325;23.9704
423;278;0.624181;23.7585
424;277;0.631016;23.3875
425;276;0.632577;23.3036
426;275;0.639293;22.946
427;274;0.643143;22.7435
428;273;0.645909;22.5991
429;272;0.649754;22.3999
430;271;0.656188;22.0705
431;270;0.657394;22.0093
432;269;0.66187;21.7836
433;268;0.668326;21.4622
434;267;0.671714;21.2954
435;266;0.67406;21.1807
436;265;0.680967;20.8465
437;264;0.682605;20.768
438;263;0.687309;20.5443
439;262;0.692252;20.3118
440;261;0.694801;20.1929
441;260;0.696815;20.0995
442;259;0.701929;19.8642
443;258;0.70416;19.7624
444;257;0.709647;19.5143
445;256;0.713588;19.338
446;255;0.71589;19.2358
447;254;0.717833;19.1499
448;253;0.722716;18.9358
449;252;0.725895;18.7977
450;251;0.728456;18.6872
451;250;0.731359;18.5627
452;249;0.733761;18.4603
453;248;0.739995;18.1972
454;247;0.743013;18.0712
455;246;0.74406;18.0277
456;245;0.748048;17.8629
457;244;0.75313;17.6551
458;243;0.754756;17.5891
459;242;0.759773;17.3871
460;241;0.763015;17.2578
461;240;0.765835;17.1461
462;239;0.771505;16.9237
463;238;0.773702;16.8383
464;237;0.780324;16.5835
465;236;0.782087;16.5163
466;235;0.786201;16.3606
467;234;0.790828;16.1872
468;233;0.797027;15.9578
469;232;0.799108;15.8815
470;231;0.806514;15.613
471;230;0.810052;15.4863
472;229;0.813761;15.3546
473;228;0.821095;15.0975
474;227;0.823079;15.0287
475;226;0.830737;14.766
476;225;0.833706;14.6654
477;224;0.837501;14.5378
478;223;0.842716;14.3643
479;222;0.850113;14.1217
480;221;0.852918;14.0308
481;220;0.859269;13.8271
482;219;0.863004;13.7087
483;218;0.867747;13.5598
484;217;0.875806;13.3105
485;216;0.881051;13.1507
486;215;0.883094;13.089
487;214;0.888022;12.9413
488;213;0.89295;12.7953
489;212;0.896001;12.7057
490;211;0.900023;12.5886
491;210;0.90512;12.4417
492;209;0.906659;12.3977
493;208;0.910529;12.2877
494;207;0.911556;12.2587
495;206;0.913743;12.1971
496;205;0.915238;12.1552
497;204;0.919687;12.0313
498;203;0.918372;12.0678
499;202;0.920222;12.0165
500;201;0.920573;12.0068
501;200;0.919922;12.0248
